Animal,Behavior,X.,StartI2FS,StartI2,EndI2,StartRNHF,EndRN,StartB3,EndB3,StartB6B9,EndB6B9,StartB43,EndB43,StartB38prot,EndB38prot,StartB38retr,EndB38retr,StartB10prot,EndB10prot,StartB10retr,StartB4B5,EndB4B5
Q27,VR thin swallow,16,151.754,152.754,154.544,153.78275,157.427,156.113,156.87725,155.63275,157.3914,157.4905,157.9185,151.25175,153.07475,157.8015,158.7425,NaN,NaN,154.6658,154.61425,155.8115
Q27,VR thin swallow,17,158.187,158.187,161.007,160.0962,162.8665,NaN,NaN,162.17825,162.88925,163.0095,163.6475,157.8015,158.7425,163.6395,164.4335,NaN,NaN,161.05525,160.7525,162.118
Q27,VR thin swallow,18,164.009,164.409,165.989,165.7203,168.225,167.502,168.06775,167.14025,168.1753,168.2103,168.79525,163.6424,164.7124,168.6345,169.144,NaN,NaN,166.0225,166.045,167.30075
Q27,VR thin swallow,19,168.792,169.142,170.052,169.60825,173.3435,170.932,173.13375,170.8775,173.32625,173.37625,174.4165,168.6329,169.144,173.49,174.9255,NaN,NaN,170.2303,170.0963,170.4702
Q27,VR thin swallow,20,181.135,181.135,183.715,182.61425,185.33275,NaN,NaN,184.7561,185.5759,185.6188,186.16875,NaN,NaN,185.91225,186.76875,NaN,NaN,183.7495,183.7195,184.6845
Q27,rejection,1,1015.0695,1015.0695,1018.3443,1015.776,1016.9045,NaN,NaN,1020.4165,1020.4166,1020.4537,1021.8695,NaN,NaN,NaN,NaN,NaN,NaN,1018.653,1015.8443,1021.3095
Q27,rejection,2,1024.4875,1024.8075,1031.1435,1025.3235,1030.8928,NaN,NaN,NaN,NaN,1033.1312,1034.6368,NaN,NaN,NaN,NaN,NaN,NaN,1031.3563,1027.0017,1033.5166
Q27,rejection,3,1053.71175,1054.28175,1058.3988,1054.71775,1057.0379,1060.40925,1060.9485,1060.6576,1061.258,1060.9054,1061.6551,NaN,NaN,1061.129,1061.129,1056.1875,1056.414,1058.8316,1056.0685,1060.0818
Q28,bite,1,162.8056,162.8056,165.4156,164.3341,166.7063,NaN,NaN,166.5676,167.3398,167.3536,167.7562,162.396,162.396,167.7438,167.7438,164.0389,165.1149,165.4185,165.4236,166.3308
Q28,bite,2,168.8722,169.0222,171.0416,170.299,172.0406,NaN,NaN,172.2298,172.8186,172.8592,173.5376,166.9236,167.7438,173.418,173.418,169.2399,170.8368,170.9155,171.0234,171.7766
Q28,bite,3,176.0014,176.0014,178.1314,177.5944,179.362,180.1598,180.1599,179.0565,179.8449,179.9904,180.6166,NaN,NaN,180.1598,180.2268,176.7898,177.8524,178.1571,178.2036,178.67
Q28,bite,4,254.5022,254.3634,256.3152,255.3388,257.2451,NaN,NaN,257.3277,257.9759,257.7612,258.3758,NaN,NaN,257.7836,257.975,255.0503,256.093,256.1986,256.337,256.8782
Q28,bite,5,270.0772,270.1806,272.2774,271.4916,272.8584,273.8432,273.8433,273.2315,273.9103,273.7,274.305,NaN,NaN,273.8432,273.9084,270.77,272.0472,272.1365,272.3408,272.8694
Q28,bite,6,284.4596,285.1218,286.9438,286.2222,287.9042,NaN,NaN,287.8424,288.4078,288.5962,289.0248,NaN,NaN,288.8852,288.8852,285.2442,286.7334,286.8472,286.9448,287.537
Q28,bite,7,313.6794,314.5512,316.6436,315.701,317.777,NaN,NaN,317.6164,318.2118,318.4006,319.0034,NaN,NaN,318.4522,318.4522,315.0368,316.5448,316.6012,316.634,317.4966
Q28,bite,8,414.2708,414.6308,416.4798,415.6756,417.7965,417.961,418.3026,417.6706,418.6872,418.8574,419.122,412.2454,414.0414,418.9232,419.8838,415.3886,415.8552,416.406,416.4748,417.08
Q28,bite,9,426.9602,427.6946,429.4098,428.749,430.9924,430.9256,430.9257,430.517,431.0354,431.1746,431.6912,424.0756,424.9002,431.182,431.6712,428.555,428.9728,429.3774,429.471,429.7892
Q28,bite,10,436.6368,437.3136,438.7736,438.1564,439.7906,440.578,440.5781,439.7332,440.4128,440.5224,441.1126,436.1492,436.9114,440.578,441.1458,437.796,438.6518,438.7767,438.8352,439.4
Q28,bite,11,456.0874,457.5574,459.6772,458.9935,460.4012,461.1616,461.1617,460.6268,461.4688,461.6338,462.2234,453.172,453.2414,461.8834,461.9184,458.0642,459.359,459.6237,459.6324,460.2334
Q28,bite,12,480.9772,480.9772,483.5618,481.6224,484.3262,484.912,484.9121,484.537,485.1886,485.3548,486.0188,NaN,NaN,485.5678,485.7346,482.0066,483.364,483.5031,483.5396,484.0736
Q28,bite,13,490.6362,491.1162,493.0198,492.226,494.1044,NaN,NaN,493.9324,494.8016,495.0302,495.1178,NaN,NaN,495.1362,495.7362,491.2278,492.7374,492.8351,492.9792,493.5118
Q28,bite,14,174.2994,174.7294,176.364,175.379,177.209,177.2828,177.7303,177.1534,177.8708,177.9122,178.5504,NaN,NaN,NaN,NaN,175.2919,176.2175,176.302,176.3464,176.6786
Q28,weak bite,1,442.3922,443.1922,445.1434,444.6024,446.3174,447.0846,447.0847,446.2593,446.9127,446.7608,447.4958,440.7649,441.1457,446.7778,447.6108,443.696,444.9432,445.1594,445.2038,445.7448
Q28,weak bite,2,29.272,29.272,31.9184,31.261,32.9546,33.3073,33.6927,32.2938,33.771,33.9258,34.1874,NaN,NaN,NaN,NaN,29.9958,31.6536,31.869,31.6276,33.216
Q28,weak bite,3,37.7434,38.0734,40.418,39.645,40.9922,41.6336,42.1592,40.6608,42.2382,42.4658,42.5522,34.4193,37.2047,NaN,NaN,38.4599,40.2431,40.3943,40.3076,41.2624
Q28,weak bite,4,45.9348,46.5848,48.5164,47.3746,49.197,49.8589,50.3093,48.7204,50.1798,50.088,50.6372,43.55,43.5626,50.1256,50.6346,46.9016,48.319,48.4482,48.463,49.0464
Q28,thin swallow,1,195.807,196.057,197.217,196.8472,198.9252,198.4245,199.0765,197.9203,199.0405,199.0982,199.7604,194.4144,196.7512,199.1618,200.7512,197.1002,197.1003,197.1969,197.2226,198.112
Q28,thin swallow,2,200.2842,200.6442,201.5442,201.1834,203.2518,202.9189,203.2579,202.3313,203.1765,203.7195,204.1622,199.1618,200.9164,203.8504,205.0698,NaN,NaN,201.5277,201.5548,202.2384
Q28,thin swallow,3,205.0776,205.1,206.3016,205.95,208.3966,207.5924,208.452,207.319,208.3066,208.626,209.1608,203.4608,205.482,208.7652,210.0758,NaN,NaN,206.1627,206.3336,206.9364
Q28,thin swallow,4,395.2388,395.4588,396.4688,396.3692,398.7812,398.1357,398.1358,397.484,398.9598,398.989,399.43,394.2538,395.5842,399.0624,400.207,NaN,NaN,396.4479,396.5342,397.0802
Q28,thin swallow,5,140.3532,140.5232,141.6484,141.2556,144.2358,143.2849,143.7381,142.5179,143.8525,144.3454,144.949,139.1944,141.0116,144.6415,145.9665,NaN,NaN,141.6014,141.7024,144.341
Q28,thin swallow,6,333.8482,334.2582,335.5706,335.1078,336.3166,336.5182,337.395,336.1235,337.3641,337.473,337.7382,332.7662,333.7216,337.9498,338.645,334.9024,335.2477,335.5132,335.5226,335.796
Q28,thin swallow,7,338.6044,338.6874,340.53,339.9396,341.7244,341.7016,342.61,341.3604,342.2489,342.7092,343.168,337.8354,338.6398,343.3272,343.9528,339.3367,340.3829,340.4641,340.5554,341.2096
Q28,thin swallow,8,344.5172,345.1272,345.9638,345.697,349.7062,347.3989,349.8351,346.9499,349.6742,349.7928,350.511,343.4544,345.491,349.8696,351.4426,NaN,NaN,345.9964,346.0264,346.8246
Q28,thin swallow,9,351.3762,351.6778,352.5464,352.3644,355.6014,353.4887,355.7151,353.0623,355.548,355.741,356.5362,349.778,351.9824,355.7924,357.4354,NaN,NaN,352.5535,352.6608,352.9474
Q28,thin swallow,10,371.2924,371.2924,372.4882,372.2512,374.3078,373.3345,374.4547,373.1297,374.4075,374.4666,375.1492,368.961,372.0222,374.806,375.289,NaN,NaN,372.4842,372.5258,372.9936
Q28,thin swallow,11,418.9578,419.1878,419.912,419.6588,422.2402,420.8201,422.4785,420.217,421.9541,422.253,422.7868,417.6204,419.5916,422.2544,423.753,NaN,NaN,419.8134,419.8904,421.0018
Q28,VR thin swallow,1,209.8781,209.9836,211.4305,211.0313,213.6137,212.789,213.9428,212.3684,213.7866,213.8735,214.4167,208.5936,210.2258,213.9428,215.3236,210.964,211.1972,211.5262,211.4134,212.2134
Q28,VR thin swallow,2,215.1706,215.1706,216.3918,216.0436,218.365,218.1137,218.1137,217.3665,218.5611,218.5962,219.0604,214.378,215.4924,218.7204,220.0512,215.9273,215.9274,216.26,216.2634,271.5531
Q28,VR thin swallow,3,339.062,339.5626,341.8974,341.2104,343.0092,NaN,NaN,342.8866,343.5326,343.6544,344.0108,338.6418,338.8766,344.1368,344.8286,339.8934,341.5644,341.8457,341.868,342.2438
Q28,VR thin swallow,4,389.0118,389.6618,391.1802,390.582,392.7668,392.843,393.1168,392.3485,393.5665,393.642,394.242,388.3823,389.0656,393.8192,395.225,390.652,391.032,391.171,391.2518,392.0502
Q28,VR thin swallow,5,400.9846,401.4346,403.5358,402.8453,407.4807,405.0678,405.0678,404.4009,406.4845,407.2938,407.9674,399.0439,401.6308,407.3084,408.921,402.5369,403.2608,403.4975,403.585,407.3486
Q28,VR thin swallow,6,409.126,409.2494,410.8422,410.3455,412.3223,412.084,412.084,411.4146,412.5854,412.495,413.164,407.4914,409.3534,412.5318,414.0414,410.185,410.3444,410.5184,413.193,413.266
Q28,VR thin swallow,7,69.2808,70.0204,71.4444,70.9576,72.3698,NaN,NaN,71.5228,73.3566,73.663,74.0312,67.6568,69.6818,73.8209,74.8427,70.1004,71.1892,71.3251,71.4189,72.7808
Q28,VR thin swallow,8,126.8998,127.4658,129.2254,128.2726,130.6066,130.4897,130.4897,129.4993,131.4637,131.5776,132.0646,125.3498,127.1106,131.8327,133.2311,128.4314,128.918,129.2208,129.2724,129.563
Q28,VR thin swallow,9,134.1288,134.835,136.0212,135.3838,138.3292,137.8503,137.8503,136.6303,138.5347,138.628,139.1872,131.895,134.5362,139.2071,140.2291,135.2631,135.8001,135.9857,136.0654,136.8898
Q28,VR thin swallow,10,146.3716,146.3738,147.578,147.2946,149.466,148.6407,148.6407,147.9838,149.485,149.4752,150.0245,144.6456,147.2126,150.0547,151.0877,NaN,NaN,147.6159,147.6316,148.5495
Q28,VR thin swallow,11,357.3452,357.5036,358.8236,358.499,362.299,359.937,359.937,359.5315,362.2323,362.3254,362.9796,355.7804,358.1406,362.3492,363.9176,NaN,NaN,358.8604,362.3052,362.9736
Q28,rejection,1,243.8682,243.8682,246.605,244.7118,249.1083,247.2586,250.0616,247.2641,249.5839,250.341,250.6852,NaN,NaN,NaN,NaN,NaN,NaN,246.6701,246.465,249.8266
Q28,rejection,2,438.912,438.912,440.943,438.4116,440.7116,442.3974,443.7056,441.4254,442.9858,443.6202,444.217,437.471,438.3206,443.6502,445.1326,438.8739,440.3935,441.1348,439.8558,443.0966
Q28,rejection,3,447.7276,448.3576,450.868,446.2032,450.5109,453.2885,453.8315,450.9596,453.2553,453.8532,454.692,NaN,NaN,453.8644,455.6526,448.6947,450.4469,450.9597,448.7136,453.7566
Q28,rejection,4,485.7008,486.0708,487.9998,485.8146,487.5575,489.379,490.86792,488.0912,490.7763,490.8786,491.1238,NaN,NaN,490.9814,491.6634,486.3915,487.5475,488.0915,486.9736,490.776
Q28,rejection,5,505.8382,506.1382,510.5128,506.4684,510.0792,512.6328,513.0944,512.1285,513.3025,513.5348,514.1164,NaN,NaN,513.5209,514.0445,507.216,510.0574,510.8446,507.2778,513.1816
Q30,bite,1,655.3808,655.3808,657.7978,657.0848,658.7692,658.103,658.9918,658.0649,658.9753,658.8259,659.6414,652.5182,655.4204,658.9128,659.8104,NaN,NaN,657.7222,657.3138,658.8962
Q30,bite,2,659.522,659.832,662.8006,661.8654,663.7526,663.0906,663.867,662.819,664.0536,664.1484,664.676,NaN,NaN,664.2282,664.8652,NaN,NaN,662.7539,662.1892,664.2048
Q30,bite,3,673.6542,673.8942,676.314,675.108,677.841,676.3192,677.8622,676.6492,677.6506,677.9363,678.9664,NaN,NaN,677.9642,678.9664,NaN,NaN,676.3625,675.561,678.2594
Q30,bite,4,685.6064,687.3164,689.6323,688.4844,691.2838,689.9422,691.32,689.967,691.4676,691.5985,692.3668,NaN,NaN,691.6448,692.7798,NaN,NaN,689.7243,688.708,691.5436
Q30,bite,5,698.229,698.569,700.2676,699.6844,702.1082,700.6164,702.0748,700.5608,702.185,702.343,702.861,695.8402,697.9478,702.469,703.1174,NaN,NaN,700.3925,700.3207,702.3838
Q30,bite,6,705.6534,706.4138,709.294,707.8768,711.4928,709.9326,711.6452,709.8252,711.442,711.695,712.238,702.9792,703.9114,711.7132,712.7906,709.5144,709.5144,709.5877,709.411,711.7352
Q30,bite,7,860.8748,861.3148,864.9688,863.5594,866.057,865.6636,866.1954,865.1684,866.3268,866.3365,867.0082,NaN,NaN,866.3708,867.2376,862.9244,863.8028,864.9821,864.8746,866.469
Q30,bite,8,881.4544,881.9056,884.8456,883.2212,886.3424,885.5362,886.302,885.0723,886.4591,886.5206,887.0232,880.7125,881.6225,886.5592,887.2068,883.456,883.4561,884.8421,884.8156,886.3982
Q30,bite,9,897.12,898.65,901.9968,900.6298,903.0198,902.7102,902.9352,902.1228,903.2554,903.2801,904.0756,NaN,NaN,903.3218,905.0702,900.2864,901.369,901.9603,901.1656,903.2154
Q30,bite,10,98.9494,99.1194,100.3902,99.7586,101.2532,NaN,NaN,100.4652,101.8832,101.952,102.3778,96.629,98.6644,102.0068,103.2082,100.0374,100.0375,100.402,99.8432,101.7336
Q30,bite,11,107.2676,107.6476,108.6594,108.0214,109.6508,NaN,NaN,109.006,110.33342,110.281,110.5706,106.1253,107.936,110.334,111.3552,NaN,NaN,108.797,108.2542,109.8926
Q30,bite,12,113.6872,114.2508,115.7662,114.911,116.5736,NaN,NaN,116.2414,117.1632,117.1732,117.4894,112.9115,114.0697,117.2992,118.4706,114.927,115.8018,115.8186,115.0508,116.9734
Q30,bite,13,117.469,117.4864,119.6562,118.7494,119.7494,NaN,NaN,119.2608,120.4496,120.2916,120.9224,117.3069,118.5617,120.3678,121.6714,NaN,NaN,119.2024,118.8224,120.527
Q30,bite,14,127.2218,127.5818,128.8462,128.0994,130.053,NaN,NaN,129.5092,130.095,130.202,130.7928,NaN,NaN,130.2224,131.731,128.3168,128.8798,129.0042,127.9734,130.0734
Q30,bite,15,158.4012,158.6512,160.2096,159.5018,161.2966,NaN,NaN,160.8176,162.348,162.4494,162.814,154.9148,159.4622,162.5096,163.4068,NaN,NaN,160.3108,159.6962,162.0838
Q30,bite,16,169.5502,169.6402,171.1402,170.6332,172.4068,NaN,NaN,171.8102,172.8336,172.9786,173.3572,NaN,NaN,173.0304,174.0004,NaN,NaN,171.2464,170.9412,172.9412
Q30,bite,17,180.585,180.945,182.6224,181.5168,183.5892,NaN,NaN,183.0704,184.3486,184.035,184.5736,NaN,NaN,184.0986,185.2896,NaN,NaN,182.6952,181.7102,184.1726
Q30,bite,18,188.4018,188.4018,190.22,189.1688,191.2688,NaN,NaN,190.4502,191.9042,191.7462,192.17,186.8454,189.2292,191.7692,192.6412,NaN,NaN,190.2014,189.5608,191.5104
Q30,bite,19,528.5646,528.9546,531.1948,530.095,532.3958,NaN,NaN,531.4761,532.6699,532.6906,533.5034,NaN,NaN,532.7118,533.5034,530.2662,530.9346,531.0907,530.0268,533.0404
Q30,bite,20,664.2792,665.1792,667.9542,665.9046,668.6644,NaN,NaN,667.9842,669.0968,669.1318,670.1842,660.776,662.2048,669.1902,670.41,NaN,NaN,667.6016,666.3764,669.3728
Q30,bite,21,189.4696,189.4696,192.0796,190.135,194.735,NaN,NaN,192.9223,195.0973,195.5219,196.087,NaN,NaN,195.7102,196.6162,NaN,NaN,191.9823,191.8247,195.5582
Q30,bite,22,214.753,215.443,216.433,215.801,217.642,NaN,NaN,217.467,217.9987,217.998,218.605,208.9003,212.3469,218.109,218.7339,215.8429,216.4727,215.8475,215.1816,218.0894
Q30,bite,23,221.2942,221.2942,223.2342,222.3578,224.5738,NaN,NaN,223.7744,224.5772,224.7336,224.9368,NaN,NaN,224.7964,225.8737,222.6074,223.2394,223.3254,222.489,224.2772
Q30,bite,24,229.918,230.188,232.442,230.7634,233.4636,NaN,NaN,232.8254,233.8561,233.8294,234.4234,NaN,NaN,233.917,235.0296,230.9144,232.4658,232.6392,229.8106,233.924
Q30,bite,25,241.4672,241.4672,243.1472,242.1722,244.2566,NaN,NaN,NaN,NaN,244.7484,245.1148,NaN,NaN,244.8984,245.8986,242.2612,243.2568,243.2638,242.0506,244.586
Q30,bite,26,310.6348,310.6348,312.0748,311.0278,313.5854,NaN,NaN,312.4814,313.3184,313.4326,314.2178,308.0241,310.8576,313.4966,314.8432,311.741,311.742,311.9982,311.1956,313.576
Q30,bite,27,327.6792,328.3292,330.2892,329.4822,331.0206,NaN,NaN,331.0936,331.3572,331.5115,332.1978,326.8052,327.9316,331.7762,333.0078,NaN,NaN,330.2978,329.1762,331.475
Q30,bite,28,335.4628,335.4628,337.8028,336.6676,338.7282,NaN,NaN,338.5414,338.9852,339.0507,339.6214,333.0075,333.5189,339.3258,339.3288,336.9658,337.4088,337.5922,336.3564,339.068
Q30,bite,29,351.3866,352.8966,355.3654,353.536,356.3134,NaN,NaN,356.3288,356.5862,356.745,357.1024,350.9974,351.3074,356.7996,357.2878,353.9126,354.5236,355.5004,353.9976,356.4172
Q30,bite,30,436.647,437.147,438.8212,437.9992,439.438,NaN,NaN,439.5618,439.7734,439.8552,440.605,433.828,436.4476,439.8808,440.4958,436.913,438.4136,438.7556,438.3046,440.5346
Q30,bite,31,453.5402,454.6856,456.149,455.2726,456.604,NaN,NaN,456.8388,457.1278,457.175,458.2124,450.7018,453.3624,457.2524,457.6542,455.8852,456.1078,456.1888,454.9332,456.5962
Q30,bite,32,841.926,841.926,844.506,843.4494,844.9862,NaN,NaN,844.8388,845.565,845.4004,846.8516,843.1524,840.844,845.5612,846.1518,843.5949,843.8571,844.6935,843.0434,845.3694
Q30,bite,33,848.4664,848.4664,850.0894,849.5882,850.7382,NaN,NaN,850.521,851.412,851.3792,851.9108,845.8388,846.1516,851.4016,852.7094,NaN,NaN,849.8847,849.0544,851.447
Q30,bite,34,511.2944,511.2944,513.373,512.004,514.2964,NaN,NaN,514.2819,514.8517,514.828,515.5208,NaN,NaN,514.8304,515.5208,512.844,513.1996,513.5633,512.18,515.1282
Q30,bite,35,517.6966,518.4266,519.7346,518.946,520.36,NaN,NaN,520.6076,521.2372,521.2982,521.634,NaN,NaN,521.3428,522.4572,518.9126,519.4056,519.9257,519.2124,521.4172
Q30,bite,36,525.1608,525.1608,527.4686,526.6624,527.6962,NaN,NaN,528.5845,529.1207,529.174,529.7872,521.3359,525.3415,529.2196,530.4136,527.5192,527.7573,527.7665,525.5634,527.9408
Q30,bite,37,532.7222,532.7222,534.6122,533.7414,535.3844,NaN,NaN,535.0228,536.1894,536.4628,536.9222,530.398,530.885,536.5052,537.0124,533.8842,534.6384,534.7637,533.4138,536.1224
Q30,bite,38,538.9312,538.9312,540.8234,540.2676,541.551,NaN,NaN,541.3352,542.5344,542.5892,542.984,536.418,537.0124,542.639,543.475,NaN,NaN,540.9995,539.5432,541.5948
Q30,weak bite,1,356.2506,356.301,358.541,357.7845,359.6934,NaN,NaN,359.178,359.8108,359.9088,360.6363,360.4007,361.095,359.9668,360.8472,NaN,NaN,358.6334,358.4926,359.8278
Q30,weak bite,2,362.6044,362.8544,364.1412,363.527,365.7246,NaN,NaN,365.2333,365.9913,366.068,366.4378,359.7544,361.8168,366.1238,367.3586,363.6214,363.6215,364.2818,363.769,365.5896
Q30,weak bite,3,868.1618,868.394,870.4376,869.8794,872.0752,871.3788,872.0158,870.786,871.877,871.9795,872.6488,866.9066,868.4262,872.0406,872.863,870.5666,870.7223,870.7213,870.1996,872.0654
Q30,weak bite,4,921.094,921.474,923.6722,922.186,926.9276,924.5912,927.0478,924.3638,926.5428,927.1578,927.6622,918.5034,921.632,927.1974,928.5062,923.7352,923.7353,923.8209,923.305,927.0996
Q30,weak bite,5,928.2152,929.2224,931.4273,930.6386,932.8592,931.9776,932.8734,931.6162,932.8386,932.9313,933.7384,927.3815,929.7931,932.9594,934.5536,931.2712,931.2713,931.4105,931.099,933.1314
Q30,weak bite,6,131.3714,132.1496,132.808,132.3074,133.4784,NaN,NaN,133.1622,133.9772,134.0958,134.4762,130.6418,131.723,134.1252,135.4672,NaN,NaN,132.7214,132.6938,134.0556
Q30,weak bite,7,388.3266,389.1166,390.3534,389.449,391.0126,NaN,NaN,390.5572,391.3004,391.5503,392.4018,NaN,NaN,391.6186,392.1334,NaN,NaN,390.3669,390.1316,391.5588
Q30,weak bite,8,398.611,398.9104,399.7738,399.113,400.8159,NaN,NaN,400.6637,401.7063,401.7326,402.4076,NaN,NaN,401.8682,402.3078,NaN,NaN,400.168,399.8698,401.7848
Q30,weak bite,9,199.685,200.185,201.335,200.4546,203.8928,NaN,NaN,202.7176,204.0304,204.1562,204.7422,NaN,NaN,204.1648,205.134,200.7983,200.7984,201.3365,200.8766,204.2412
Q30,weak bite,10,249.2932,249.2932,250.1768,249.9288,250.5164,NaN,NaN,251.1183,251.7759,250.9254,252.152,244.6852,247.3388,251.1212,251.7798,NaN,NaN,250.2555,249.5174,250.7432
Q30,weak bite,11,254.5622,254.5622,256.8122,256.2544,258.1122,NaN,NaN,257.9143,257.9643,258.6484,259.0132,252.7231,253.3613,259.0482,259.0482,256.255,256.7474,256.9406,256.0532,257.7996
Q30,weak bite,12,320.285,320.585,321.8698,320.9304,322.6828,NaN,NaN,322.8749,323.2385,322.9388,323.758,315.5159,319.5257,323.0634,323.9948,321.2378,321.3887,321.7346,320.9172,323.1214
Q30,weak bite,13,323.615,323.615,325.7282,325.3182,326.5978,NaN,NaN,326.7123,326.7124,327.0324,327.6322,323.0637,323.9945,327.1488,327.9058,325.3282,325.8362,325.3209,325.452,327.0498
Q30,weak bite,14,343.4104,343.4104,345.0906,344.4488,346.3774,NaN,NaN,346.3005,346.7794,346.8722,347.4558,342.4215,343.1103,347.0074,347.5454,NaN,NaN,345.114,344.6938,346.7478
Q30,weak bite,15,361.1992,361.4792,363.6518,362.6762,364.1036,NaN,NaN,364.4126,364.6494,364.7156,365.4514,NaN,NaN,364.9642,365.1592,363.426,363.4261,363.6494,363.1954,363.988
Q30,weak bite,16,428.9924,428.9924,430.4922,430.0596,431.0836,NaN,NaN,430.9724,431.4752,431.6248,432.1842,425.8171,429.7531,431.6634,431.9878,NaN,NaN,430.4561,430.4348,431.5488
Q30,weak bite,17,444.5728,444.5728,446.462,445.7184,447.264,NaN,NaN,447.0006,447.4792,447.4886,448.2956,442.4283,443.9301,447.5598,448.8272,446.1282,446.1283,446.433,446.324,447.8468
Q30,weak bite,18,777.6968,777.6968,780.0368,779.054,780.8856,NaN,NaN,780.2246,781.0907,781.1299,782.0882,774.7436,778.038,781.1912,781.4864,NaN,NaN,780.0473,779.6418,781.298
Q30,weak bite,19,791.6,791.6,794.24,793.166,794.741,NaN,NaN,794.2631,795.2829,795.3482,796.3154,787.498,791.3562,795.628,795.6312,NaN,NaN,794.2645,793.991,795.3482
Q30,weak bite,20,367.2154,367.2154,369.1954,368.3698,370.6252,NaN,NaN,370.2757,371.0743,371.0382,371.5972,366.5523,367.6379,371.0794,372.2384,368.6794,369.2296,369.3019,367.8256,370.1414
Q30,weak bite,21,401.6486,401.6486,404.0486,403.282,405.654,NaN,NaN,404.3834,405.6194,405.8594,406.4416,401.0843,403.0635,405.9012,406.865,403.8076,404.0252,404.1917,403.6114,404.6682
Q30,weak bite,22,496.8668,496.8668,498.3292,497.1266,499.9758,NaN,NaN,499.0141,500.3985,500.5622,501.1304,492.3603,492.6267,500.5656,501.1304,497.6661,497.6662,498.3855,497.268,500.6028
Q30,weak bite,23,702.119,702.1464,703.9862,703.1935,704.7493,NaN,NaN,704.7763,705.8045,705.6466,706.61,NaN,NaN,705.6986,706.61,NaN,NaN,704.0008,703.003,705.8898
Q30,thin swallow,1,607.8336,608.1336,609.6342,609.2948,611.486,609.7206,611.7794,609.6904,611.0176,611.318,612.3232,605.0828,608.1108,611.3642,613.1378,NaN,NaN,609.6911,609.619,611.8754
Q30,thin swallow,2,737.1596,737.1596,738.4838,738.2506,740.597,739.0574,740.6106,738.8918,740.4494,740.6806,741.269,734.3678,737.8056,740.7132,742.1472,NaN,NaN,738.5709,738.4944,740.9156
Q30,thin swallow,3,742.1264,742.2864,743.6264,743.3588,745.5016,744.0226,745.4786,743.8997,745.3823,745.5299,746.3262,740.6806,742.6678,745.5472,747.2906,NaN,NaN,743.7537,743.6254,745.385
Q30,thin swallow,4,784.9102,785.3154,786.8788,786.2812,788.7794,787.236,788.6956,786.9097,788.6828,788.7557,789.4744,783.699,785.7364,788.7778,790.165,NaN,NaN,786.8945,786.7514,788.7926
Q30,thin swallow,5,794.0278,794.1438,795.8664,795.4354,797.99,796.4208,797.9332,795.9822,797.867,797.8777,798.6806,791.57,794.7104,797.892,799.653,NaN,NaN,795.9831,795.8908,797.9038
Q30,thin swallow,6,798.6858,799.2758,800.9682,800.699,802.5882,801.4008,802.5396,800.9661,802.5578,802.5967,803.368,798.5862,799.958,802.6008,804.2636,NaN,NaN,800.9641,800.8694,802.5422
Q30,thin swallow,7,215.7084,216.2784,217.152,216.8042,219.063,218.3214,219.0306,217.845,219.012,219.0702,219.7016,215.6806,216.9762,219.2042,220.5704,NaN,NaN,217.2633,217.2624,219.09
Q30,thin swallow,8,219.5014,219.5152,221.2062,220.8568,221.8082,NaN,NaN,221.2614,222.8014,222.9042,223.4676,219.4488,220.6978,222.9316,224.2012,NaN,NaN,221.283,221.1692,222.7948
Q30,thin swallow,9,223.1008,223.8308,224.741,224.5096,225.7234,NaN,NaN,225.3394,226.2532,226.368,227.0436,223.0842,224.2012,226.3806,227.7804,NaN,NaN,224.8831,224.69,226.5276
Q30,thin swallow,10,250.6252,250.8252,251.6892,251.5332,254.3504,252.3364,254.3006,251.9587,253.8699,254.5015,255.0034,249.7132,251.3248,254.5614,255.988,NaN,NaN,251.7815,251.6762,254.5196
Q30,thin swallow,11,279.4184,279.4184,280.8474,280.6684,283.4684,282.1952,283.3744,281.5076,283.2572,283.3578,284.292,279.1306,280.5994,283.3636,284.2122,NaN,NaN,280.9559,280.8984,283.5156
Q30,thin swallow,12,284.4,284.88,285.8594,285.5662,288.5602,288.1832,288.5254,286.3958,288.445,288.7634,289.2514,284.1028,285.4784,288.803,289.5602,NaN,NaN,285.8225,285.7078,288.676
Q30,thin swallow,13,291.925,291.925,293.035,292.7392,294.0888,NaN,NaN,293.692,294.4926,294.6216,295.232,288.9896,292.545,294.6984,295.7094,NaN,NaN,293.0441,292.9376,294.6338
Q30,thin swallow,14,295.1068,295.1868,296.816,296.5426,300.5798,298.7392,300.0288,297.5077,299.4848,299.7774,300.9888,294.8686,296.469,299.8726,301.7032,NaN,NaN,296.8809,296.619,300.1446
Q30,thin swallow,15,450.7252,451.4352,452.2552,452.0374,453.8928,NaN,NaN,452.9999,453.9607,453.5716,454.6996,450.4612,452.074,453.6124,455.6032,NaN,NaN,452.3632,451.4934,454.4484
Q30,thin swallow,16,454.5252,455.4472,456.0712,455.955,458.8928,457.7442,459.0802,456.6963,458.9269,459.1551,460.1908,454.225,455.7438,459.1672,461.1478,NaN,NaN,456.3015,455.2214,459.2378
Q30,thin swallow,17,460.2024,460.4424,461.714,461.4282,462.5522,NaN,NaN,461.8156,462.6688,463.209,463.8708,459.3658,461.1454,463.2502,464.8348,NaN,NaN,461.729,461.586,463.1126
